Activity ID,Subject,Object,Verb Lemma
CALDR_16_32,Cecilia Malmström,Phil Hogan,meets
CALDR_16_32,Maroš Šefčovič,Elżbieta Bieńkowska,receives
CALDR_16_32,Jean-Claude Juncker,Donald Tusk,meets
CALDR_16_33,Frans Timmermans,Kristalina Georgieva,meets
CALDR_16_33,Federica Mogherini,Valdis Dombrovskis,receives
CALDR_16_33,Margrethe Vestager,Pierre Moscovici,meets
CALDR_16_34,Jyrki Katainen,Dimitris Avramopoulos,meets
CALDR_16_34,Cecilia Malmström,Andrus Ansip,receives
CALDR_16_34,Maroš Šefčovič,Carlos Moedas,meets
CALDR_16_35,Jean-Claude Juncker,Federica Mogherini,meets
CALDR_16_35,Frans Timmermans,Miguel Arias Cañete,receives
CALDR_16_35,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_16_36,Jyrki Katainen,Pierre Moscovici,meets
CALDR_16_36,Cecilia Malmström,Kristalina Georgieva,receives
CALDR_16_36,Maroš Šefčovič,Elżbieta Bieńkowska,meets
CALDR_16_37,Jean-Claude Juncker,Donald Tusk,meets
CALDR_16_37,Federica Mogherini,Miguel Arias Cañete,receives
CALDR_16_37,Frans Timmermans,Kristalina Georgieva,meets
CALDR_16_38,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_16_38,Jyrki Katainen,Dimitris Avramopoulos,receives
CALDR_16_38,Cecilia Malmström,Phil Hogan,meets
CALDR_16_39,Maroš Šefčovič,Johannes Hahn,meets
CALDR_16_39,Jean-Claude Juncker,Carlos Moedas,receives
CALDR_16_39,Frans Timmermans,Pierre Moscovici,meets
CALDR_16_40,Federica Mogherini,Miguel Arias Cañete,meets
CALDR_16_40,Margrethe Vestager,Andrus Ansip,receives
CALDR_16_40,Jyrki Katainen,Karmenu Vella,meets
CALDR_16_41,Cecilia Malmström,Phil Hogan,meets
CALDR_16_41,Maroš Šefčovič,Elżbieta Bieńkowska,receives
CALDR_16_41,Jean-Claude Juncker,Donald Tusk,meets
CALDR_16_42,Frans Timmermans,Kristalina Georgieva,meets
CALDR_16_42,Federica Mogherini,Valdis Dombrovskis,receives
CALDR_16_42,Margrethe Vestager,Pierre Moscovici,meets
CALDR_16_43,Jyrki Katainen,Dimitris Avramopoulos,meets
CALDR_16_43,Cecilia Malmström,Andrus Ansip,receives
CALDR_16_43,Maroš Šefčovič,Carlos Moedas,meets
CALDR_16_44,Jean-Claude Juncker,Federica Mogherini,meets
CALDR_16_44,Frans Timmermans,Miguel Arias Cañete,receives
CALDR_16_44,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_16_45,Jyrki Katainen,Pierre Moscovici,meets
CALDR_16_45,Cecilia Malmström,Kristalina Georgieva,receives
CALDR_16_45,Maroš Šefčovič,Elżbieta Bieńkowska,meets
CALDR_16_46,Jean-Claude Juncker,Donald Tusk,meets
CALDR_16_46,Federica Mogherini,Miguel Arias Cañete,receives
CALDR_16_46,Frans Timmermans,Kristalina Georgieva,meets
CALDR_16_47,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_16_47,Jyrki Katainen,Dimitris Avramopoulos,receives
CALDR_16_47,Cecilia Malmström,Phil Hogan,meets
CALDR_16_48,Maroš Šefčovič,Johannes Hahn,meets
CALDR_16_48,Jean-Claude Juncker,Carlos Moedas,receives
CALDR_16_48,Frans Timmermans,Pierre Moscovici,meets
CALDR_16_49,Federica Mogherini,Miguel Arias Cañete,meets
CALDR_16_49,Margrethe Vestager,Andrus Ansip,receives
CALDR_16_49,Jyrki Katainen,Karmenu Vella,meets
CALDR_16_50,Cecilia Malmström,Phil Hogan,meets
CALDR_16_50,Maroš Šefčovič,Elżbieta Bieńkowska,receives
CALDR_16_50,Jean-Claude Juncker,Donald Tusk,meets
CALDR_16_51,Frans Timmermans,Kristalina Georgieva,meets
CALDR_16_51,Federica Mogherini,Valdis Dombrovskis,receives
CALDR_16_51,Margrethe Vestager,Pierre Moscovici,meets
CALDR_17_01,Jean-Claude Juncker,Donald Tusk,meets
CALDR_17_01,Federica Mogherini,Miguel Arias Cañete,receives
CALDR_17_01,Frans Timmermans,Kristalina Georgieva,meets
CALDR_17_02,Margrethe Vestager,Pierre Moscovici,meets
CALDR_17_02,Jyrki Katainen,Dimitris Avramopoulos,receives
CALDR_17_02,Cecilia Malmström,Phil Hogan,meets
CALDR_17_03,Maroš Šefčovič,Johannes Hahn,meets
CALDR_17_03,Jean-Claude Juncker,Carlos Moedas,receives
CALDR_17_03,Frans Timmermans,Pierre Moscovici,meets
CALDR_17_04,Federica Mogherini,Miguel Arias Cañete,meets
CALDR_17_04,Margrethe Vestager,Andrus Ansip,receives
CALDR_17_04,Jyrki Katainen,Karmenu Vella,meets
CALDR_17_05,Cecilia Malmström,Phil Hogan,meets
CALDR_17_05,Maroš Šefčovič,Elżbieta Bieńkowska,receives
CALDR_17_05,Jean-Claude Juncker,Donald Tusk,meets
CALDR_17_06,Frans Timmermans,Kristalina Georgieva,meets
CALDR_17_06,Federica Mogherini,Valdis Dombrovskis,receives
CALDR_17_06,Margrethe Vestager,Pierre Moscovici,meets
CALDR_17_07,Jyrki Katainen,Dimitris Avramopoulos,meets
CALDR_17_07,Cecilia Malmström,Andrus Ansip,receives
CALDR_17_07,Maroš Šefčovič,Carlos Moedas,meets
CALDR_17_08,Jean-Claude Juncker,Federica Mogherini,meets
CALDR_17_08,Frans Timmermans,Miguel Arias Cañete,receives
CALDR_17_08,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_17_09,Jyrki Katainen,Pierre Moscovici,meets
CALDR_17_09,Cecilia Malmström,Kristalina Georgieva,receives
CALDR_17_09,Maroš Šefčovič,Elżbieta Bieńkowska,meets
CALDR_17_10,Jean-Claude Juncker,Donald Tusk,meets
CALDR_17_10,Federica Mogherini,Miguel Arias Cañete,receives
CALDR_17_10,Frans Timmermans,Kristalina Georgieva,meets
CALDR_17_11,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_17_11,Jyrki Katainen,Dimitris Avramopoulos,receives
CALDR_17_11,Cecilia Malmström,Phil Hogan,meets
CALDR_17_12,Maroš Šefčovič,Johannes Hahn,meets
CALDR_17_12,Jean-Claude Juncker,Carlos Moedas,receives
CALDR_17_12,Frans Timmermans,Pierre Moscovici,meets
CALDR_17_13,Federica Mogherini,Miguel Arias Cañete,meets
CALDR_17_13,Margrethe Vestager,Andrus Ansip,receives
CALDR_17_13,Jyrki Katainen,Karmenu Vella,meets
CALDR_17_14,Cecilia Malmström,Phil Hogan,meets
CALDR_17_14,Maroš Šefčovič,Elżbieta Bieńkowska,receives
CALDR_17_14,Jean-Claude Juncker,Donald Tusk,meets
CALDR_17_15,Frans Timmermans,Kristalina Georgieva,meets
CALDR_17_15,Federica Mogherini,Valdis Dombrovskis,receives
CALDR_17_15,Margrethe Vestager,Pierre Moscovici,meets
CALDR_17_16,Jyrki Katainen,Dimitris Avramopoulos,meets
CALDR_17_16,Cecilia Malmström,Andrus Ansip,receives
CALDR_17_16,Maroš Šefčovič,Carlos Moedas,meets
CALDR_17_17,Jean-Claude Juncker,Federica Mogherini,meets
CALDR_17_17,Frans Timmermans,Miguel Arias Cañete,receives
CALDR_17_17,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_17_18,Jyrki Katainen,Pierre Moscovici,meets
CALDR_17_18,Cecilia Malmström,Kristalina Georgieva,receives
CALDR_17_18,Maroš Šefčovič,Elżbieta Bieńkowska,meets
CALDR_17_19,Jean-Claude Juncker,Donald Tusk,meets
CALDR_17_19,Federica Mogherini,Miguel Arias Cañete,receives
CALDR_17_19,Frans Timmermans,Kristalina Georgieva,meets
CALDR_17_20,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_17_20,Jyrki Katainen,Dimitris Avramopoulos,receives
CALDR_17_20,Cecilia Malmström,Phil Hogan,meets
CALDR_17_21,Maroš Šefčovič,Johannes Hahn,meets
CALDR_17_21,Jean-Claude Juncker,Carlos Moedas,receives
CALDR_17_21,Frans Timmermans,Pierre Moscovici,meets
CALDR_17_22,Federica Mogherini,Miguel Arias Cañete,meets
CALDR_17_22,Margrethe Vestager,Andrus Ansip,receives
CALDR_17_22,Jyrki Katainen,Karmenu Vella,meets
CALDR_17_23,Cecilia Malmström,Phil Hogan,meets
CALDR_17_23,Maroš Šefčovič,Elżbieta Bieńkowska,receives
CALDR_17_23,Jean-Claude Juncker,Donald Tusk,meets
CALDR_17_24,Frans Timmermans,Kristalina Georgieva,meets
CALDR_17_24,Federica Mogherini,Valdis Dombrovskis,receives
CALDR_17_24,Margrethe Vestager,Pierre Moscovici,meets
CALDR_17_25,Jyrki Katainen,Dimitris Avramopoulos,meets
CALDR_17_25,Cecilia Malmström,Andrus Ansip,receives
CALDR_17_25,Maroš Šefčovič,Carlos Moedas,meets
CALDR_17_26,Jean-Claude Juncker,Federica Mogherini,meets
CALDR_17_26,Frans Timmermans,Miguel Arias Cañete,receives
CALDR_17_26,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_17_27,Jyrki Katainen,Pierre Moscovici,meets
CALDR_17_27,Cecilia Malmström,Kristalina Georgieva,receives
CALDR_17_27,Maroš Šefčovič,Elżbieta Bieńkowska,meets
CALDR_17_28,Jean-Claude Juncker,Donald Tusk,meets
CALDR_17_28,Federica Mogherini,Miguel Arias Cañete,receives
CALDR_17_28,Frans Timmermans,Kristalina Georgieva,meets
CALDR_17_29,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_17_29,Jyrki Katainen,Dimitris Avramopoulos,receives
CALDR_17_29,Cecilia Malmström,Phil Hogan,meets
CALDR_17_30,Maroš Šefčovič,Johannes Hahn,meets
CALDR_17_30,Jean-Claude Juncker,Carlos Moedas,receives
CALDR_17_30,Frans Timmermans,Pierre Moscovici,meets
CALDR_17_31,Federica Mogherini,Miguel Arias Cañete,meets
CALDR_17_31,Margrethe Vestager,Andrus Ansip,receives
CALDR_17_31,Jyrki Katainen,Karmenu Vella,meets
CALDR_17_32,Cecilia Malmström,Phil Hogan,meets
CALDR_17_32,Maroš Šefčovič,Elżbieta Bieńkowska,receives
CALDR_17_32,Jean-Claude Juncker,Donald Tusk,meets
CALDR_17_33,Frans Timmermans,Kristalina Georgieva,meets
CALDR_17_33,Federica Mogherini,Valdis Dombrovskis,receives
CALDR_17_33,Margrethe Vestager,Pierre Moscovici,meets
CALDR_17_34,Jyrki Katainen,Dimitris Avramopoulos,meets
CALDR_17_34,Cecilia Malmström,Andrus Ansip,receives
CALDR_17_34,Maroš Šefčovič,Carlos Moedas,meets
CALDR_17_35,Jean-Claude Juncker,Federica Mogherini,meets
CALDR_17_35,Frans Timmermans,Miguel Arias Cañete,receives
CALDR_17_35,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_17_36,Jyrki Katainen,Pierre Moscovici,meets
CALDR_17_36,Cecilia Malmström,Kristalina Georgieva,receives
CALDR_17_36,Maroš Šefčovič,Elżbieta Bieńkowska,meets
CALDR_17_37,Jean-Claude Juncker,Donald Tusk,meets
CALDR_17_37,Federica Mogherini,Miguel Arias Cañete,receives
CALDR_17_37,Frans Timmermans,Kristalina Georgieva,meets
CALDR_17_38,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_17_38,Jyrki Katainen,Dimitris Avramopoulos,receives
CALDR_17_38,Cecilia Malmström,Phil Hogan,meets
CALDR_17_39,Maroš Šefčovič,Johannes Hahn,meets
CALDR_17_39,Jean-Claude Juncker,Carlos Moedas,receives
CALDR_17_39,Frans Timmermans,Pierre Moscovici,meets
CALDR_17_40,Federica Mogherini,Miguel Arias Cañete,meets
CALDR_17_40,Margrethe Vestager,Andrus Ansip,receives
CALDR_17_40,Jyrki Katainen,Karmenu Vella,meets
CALDR_17_41,Cecilia Malmström,Phil Hogan,meets
CALDR_17_41,Maroš Šefčovič,Elżbieta Bieńkowska,receives
CALDR_17_41,Jean-Claude Juncker,Donald Tusk,meets
CALDR_17_42,Frans Timmermans,Kristalina Georgieva,meets
CALDR_17_42,Federica Mogherini,Valdis Dombrovskis,receives
CALDR_17_42,Margrethe Vestager,Pierre Moscovici,meets
CALDR_17_43,Jyrki Katainen,Dimitris Avramopoulos,meets
CALDR_17_43,Cecilia Malmström,Andrus Ansip,receives
CALDR_17_43,Maroš Šefčovič,Carlos Moedas,meets
CALDR_17_44,Jean-Claude Juncker,Federica Mogherini,meets
CALDR_17_44,Frans Timmermans,Miguel Arias Cañete,receives
CALDR_17_44,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_17_45,Jyrki Katainen,Pierre Moscovici,meets
CALDR_17_45,Cecilia Malmström,Kristalina Georgieva,receives
CALDR_17_45,Maroš Šefčovič,Elżbieta Bieńkowska,meets
CALDR_17_46,Jean-Claude Juncker,Donald Tusk,meets
CALDR_17_46,Federica Mogherini,Miguel Arias Cañete,receives
CALDR_17_46,Frans Timmermans,Kristalina Georgieva,meets
CALDR_17_47,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_17_47,Jyrki Katainen,Dimitris Avramopoulos,receives
CALDR_17_47,Cecilia Malmström,Phil Hogan,meets
CALDR_17_48,Maroš Šefčovič,Johannes Hahn,meets
CALDR_17_48,Jean-Claude Juncker,Carlos Moedas,receives
CALDR_17_48,Frans Timmermans,Pierre Moscovici,meets
CALDR_17_49,Federica Mogherini,Miguel Arias Cañete,meets
CALDR_17_49,Margrethe Vestager,Andrus Ansip,receives
CALDR_17_49,Jyrki Katainen,Karmenu Vella,meets
CALDR_17_50,Cecilia Malmström,Phil Hogan,meets
CALDR_17_50,Maroš Šefčovič,Elżbieta Bieńkowska,receives
CALDR_17_50,Jean-Claude Juncker,Donald Tusk,meets
CALDR_17_51,Frans Timmermans,Kristalina Georgieva,meets
CALDR_17_51,Federica Mogherini,Valdis Dombrovskis,receives
CALDR_17_51,Margrethe Vestager,Pierre Moscovici,meets
CALDR_18_01,Jean-Claude Juncker,Donald Tusk,meets
CALDR_18_01,Federica Mogherini,Miguel Arias Cañete,receives
CALDR_18_01,Frans Timmermans,Kristalina Georgieva,meets
CALDR_18_02,Margrethe Vestager,Pierre Moscovici,meets
CALDR_18_02,Jyrki Katainen,Dimitris Avramopoulos,receives
CALDR_18_02,Cecilia Malmström,Phil Hogan,meets
CALDR_18_03,Maroš Šefčovič,Johannes Hahn,meets
CALDR_18_03,Jean-Claude Juncker,Carlos Moedas,receives
CALDR_18_03,Frans Timmermans,Pierre Moscovici,meets
CALDR_18_04,Federica Mogherini,Miguel Arias Cañete,meets
CALDR_18_04,Margrethe Vestager,Andrus Ansip,receives
CALDR_18_04,Jyrki Katainen,Karmenu Vella,meets
CALDR_18_05,Cecilia Malmström,Phil Hogan,meets
CALDR_18_05,Maroš Šefčovič,Elżbieta Bieńkowska,receives
CALDR_18_05,Jean-Claude Juncker,Donald Tusk,meets
CALDR_18_06,Frans Timmermans,Kristalina Georgieva,meets
CALDR_18_06,Federica Mogherini,Valdis Dombrovskis,receives
CALDR_18_06,Margrethe Vestager,Pierre Moscovici,meets
CALDR_18_07,Jyrki Katainen,Dimitris Avramopoulos,meets
CALDR_18_07,Cecilia Malmström,Andrus Ansip,receives
CALDR_18_07,Maroš Šefčovič,Carlos Moedas,meets
CALDR_18_08,Jean-Claude Juncker,Federica Mogherini,meets
CALDR_18_08,Frans Timmermans,Miguel Arias Cañete,receives
CALDR_18_08,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_18_09,Jyrki Katainen,Pierre Moscovici,meets
CALDR_18_09,Cecilia Malmström,Kristalina Georgieva,receives
CALDR_18_09,Maroš Šefčovič,Elżbieta Bieńkowska,meets
CALDR_18_10,Jean-Claude Juncker,Donald Tusk,meets
CALDR_18_10,Federica Mogherini,Miguel Arias Cañete,receives
CALDR_18_10,Frans Timmermans,Kristalina Georgieva,meets
CALDR_18_11,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_18_11,Jyrki Katainen,Dimitris Avramopoulos,receives
CALDR_18_11,Cecilia Malmström,Phil Hogan,meets
CALDR_18_12,Maroš Šefčovič,Johannes Hahn,meets
CALDR_18_12,Jean-Claude Juncker,Carlos Moedas,receives
CALDR_18_12,Frans Timmermans,Pierre Moscovici,meets
CALDR_18_13,Federica Mogherini,Miguel Arias Cañete,meets
CALDR_18_13,Margrethe Vestager,Andrus Ansip,receives
CALDR_18_13,Jyrki Katainen,Karmenu Vella,meets
CALDR_18_14,Cecilia Malmström,Phil Hogan,meets
CALDR_18_14,Maroš Šefčovič,Elżbieta Bieńkowska,receives
CALDR_18_14,Jean-Claude Juncker,Donald Tusk,meets
CALDR_18_15,Frans Timmermans,Kristalina Georgieva,meets
CALDR_18_15,Federica Mogherini,Valdis Dombrovskis,receives
CALDR_18_15,Margrethe Vestager,Pierre Moscovici,meets
CALDR_18_16,Jyrki Katainen,Dimitris Avramopoulos,meets
CALDR_18_16,Cecilia Malmström,Andrus Ansip,receives
CALDR_18_16,Maroš Šefčovič,Carlos Moedas,meets
CALDR_18_17,Jean-Claude Juncker,Federica Mogherini,meets
CALDR_18_17,Frans Timmermans,Miguel Arias Cañete,receives
CALDR_18_17,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_18_18,Jyrki Katainen,Pierre Moscovici,meets
CALDR_18_18,Cecilia Malmström,Kristalina Georgieva,receives
CALDR_18_18,Maroš Šefčovič,Elżbieta Bieńkowska,meets
CALDR_18_19,Jean-Claude Juncker,Donald Tusk,meets
CALDR_18_19,Federica Mogherini,Miguel Arias Cañete,receives
CALDR_18_19,Frans Timmermans,Kristalina Georgieva,meets
CALDR_18_20,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_18_20,Jyrki Katainen,Dimitris Avramopoulos,receives
CALDR_18_20,Cecilia Malmström,Phil Hogan,meets
CALDR_18_21,Maroš Šefčovič,Johannes Hahn,meets
CALDR_18_21,Jean-Claude Juncker,Carlos Moedas,receives
CALDR_18_21,Frans Timmermans,Pierre Moscovici,meets
CALDR_18_22,Federica Mogherini,Miguel Arias Cañete,meets
CALDR_18_22,Margrethe Vestager,Andrus Ansip,receives
CALDR_18_22,Jyrki Katainen,Karmenu Vella,meets
CALDR_18_23,Cecilia Malmström,Phil Hogan,meets
CALDR_18_23,Maroš Šefčovič,Elżbieta Bieńkowska,receives
CALDR_18_23,Jean-Claude Juncker,Donald Tusk,meets
CALDR_18_24,Frans Timmermans,Kristalina Georgieva,meets
CALDR_18_24,Federica Mogherini,Valdis Dombrovskis,receives
CALDR_18_24,Margrethe Vestager,Pierre Moscovici,meets
CALDR_18_25,Jyrki Katainen,Dimitris Avramopoulos,meets
CALDR_18_25,Cecilia Malmström,Andrus Ansip,receives
CALDR_18_25,Maroš Šefčovič,Carlos Moedas,meets
CALDR_18_26,Jean-Claude Juncker,Federica Mogherini,meets
CALDR_18_26,Frans Timmermans,Miguel Arias Cañete,receives
CALDR_18_26,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_18_27,Jyrki Katainen,Pierre Moscovici,meets
CALDR_18_27,Cecilia Malmström,Kristalina Georgieva,receives
CALDR_18_27,Maroš Šefčovič,Elżbieta Bieńkowska,meets
CALDR_18_28,Jean-Claude Juncker,Donald Tusk,meets
CALDR_18_28,Federica Mogherini,Miguel Arias Cañete,receives
CALDR_18_28,Frans Timmermans,Kristalina Georgieva,meets
CALDR_18_29,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_18_29,Jyrki Katainen,Dimitris Avramopoulos,receives
CALDR_18_29,Cecilia Malmström,Phil Hogan,meets
CALDR_18_30,Maroš Šefčovič,Johannes Hahn,meets
CALDR_18_30,Jean-Claude Juncker,Carlos Moedas,receives
CALDR_18_30,Frans Timmermans,Pierre Moscovici,meets
CALDR_18_31,Federica Mogherini,Miguel Arias Cañete,meets
CALDR_18_31,Margrethe Vestager,Andrus Ansip,receives
CALDR_18_31,Jyrki Katainen,Karmenu Vella,meets
CALDR_18_32,Cecilia Malmström,Phil Hogan,meets
CALDR_18_32,Maroš Šefčovič,Elżbieta Bieńkowska,receives
CALDR_18_32,Jean-Claude Juncker,Donald Tusk,meets
CALDR_18_33,Frans Timmermans,Kristalina Georgieva,meets
CALDR_18_33,Federica Mogherini,Valdis Dombrovskis,receives
CALDR_18_33,Margrethe Vestager,Pierre Moscovici,meets
CALDR_18_34,Jyrki Katainen,Dimitris Avramopoulos,meets
CALDR_18_34,Cecilia Malmström,Andrus Ansip,receives
CALDR_18_34,Maroš Šefčovič,Carlos Moedas,meets
CALDR_18_35,Jean-Claude Juncker,Federica Mogherini,meets
CALDR_18_35,Frans Timmermans,Miguel Arias Cañete,receives
CALDR_18_35,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_18_36,Jyrki Katainen,Pierre Moscovici,meets
CALDR_18_36,Cecilia Malmström,Kristalina Georgieva,receives
CALDR_18_36,Maroš Šefčovič,Elżbieta Bieńkowska,meets
CALDR_18_37,Jean-Claude Juncker,Donald Tusk,meets
CALDR_18_37,Federica Mogherini,Miguel Arias Cañete,receives
CALDR_18_37,Frans Timmermans,Kristalina Georgieva,meets
CALDR_18_38,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_18_38,Jyrki Katainen,Dimitris Avramopoulos,receives
CALDR_18_38,Cecilia Malmström,Phil Hogan,meets
CALDR_18_39,Maroš Šefčovič,Johannes Hahn,meets
CALDR_18_39,Jean-Claude Juncker,Carlos Moedas,receives
CALDR_18_39,Frans Timmermans,Pierre Moscovici,meets
CALDR_18_40,Federica Mogherini,Miguel Arias Cañete,meets
CALDR_18_40,Margrethe Vestager,Andrus Ansip,receives
CALDR_18_40,Jyrki Katainen,Karmenu Vella,meets
CALDR_18_41,Cecilia Malmström,Phil Hogan,meets
CALDR_18_41,Maroš Šefčovič,Elżbieta Bieńkowska,receives
CALDR_18_41,Jean-Claude Juncker,Donald Tusk,meets
CALDR_18_42,Frans Timmermans,Kristalina Georgieva,meets
CALDR_18_42,Federica Mogherini,Valdis Dombrovskis,receives
CALDR_18_42,Margrethe Vestager,Pierre Moscovici,meets
CALDR_18_43,Jyrki Katainen,Dimitris Avramopoulos,meets
CALDR_18_43,Cecilia Malmström,Andrus Ansip,receives
CALDR_18_43,Maroš Šefčovič,Carlos Moedas,meets
CALDR_18_44,Jean-Claude Juncker,Federica Mogherini,meets
CALDR_18_44,Frans Timmermans,Miguel Arias Cañete,receives
CALDR_18_44,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_18_45,Jyrki Katainen,Pierre Moscovici,meets
CALDR_18_45,Cecilia Malmström,Kristalina Georgieva,receives
CALDR_18_45,Maroš Šefčovič,Elżbieta Bieńkowska,meets
CALDR_18_46,Jean-Claude Juncker,Donald Tusk,meets
CALDR_18_46,Federica Mogherini,Miguel Arias Cañete,receives
CALDR_18_46,Frans Timmermans,Kristalina Georgieva,meets
CALDR_18_47,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_18_47,Jyrki Katainen,Dimitris Avramopoulos,receives
CALDR_18_47,Cecilia Malmström,Phil Hogan,meets
CALDR_18_48,Maroš Šefčovič,Johannes Hahn,meets
CALDR_18_48,Jean-Claude Juncker,Carlos Moedas,receives
CALDR_18_48,Frans Timmermans,Pierre Moscovici,meets
CALDR_18_49,Federica Mogherini,Miguel Arias Cañete,meets
CALDR_18_49,Margrethe Vestager,Andrus Ansip,receives
CALDR_18_49,Jyrki Katainen,Karmenu Vella,meets
CALDR_18_50,Cecilia Malmström,Phil Hogan,meets
CALDR_18_50,Maroš Šefčovič,Elżbieta Bieńkowska,receives
CALDR_18_50,Jean-Claude Juncker,Donald Tusk,meets
CALDR_18_51,Frans Timmermans,Kristalina Georgieva,meets
CALDR_18_51,Federica Mogherini,Valdis Dombrovskis,receives
CALDR_18_51,Margrethe Vestager,Pierre Moscovici,meets
CALDR_19_01,Jean-Claude Juncker,Donald Tusk,meets
CALDR_19_01,Federica Mogherini,Miguel Arias Cañete,receives
CALDR_19_01,Frans Timmermans,Kristalina Georgieva,meets
CALDR_19_02,Margrethe Vestager,Pierre Moscovici,meets
CALDR_19_02,Jyrki Katainen,Dimitris Avramopoulos,receives
CALDR_19_02,Cecilia Malmström,Phil Hogan,meets
CALDR_19_03,Maroš Šefčovič,Johannes Hahn,meets
CALDR_19_03,Jean-Claude Juncker,Carlos Moedas,receives
CALDR_19_03,Frans Timmermans,Pierre Moscovici,meets
CALDR_19_04,Federica Mogherini,Miguel Arias Cañete,meets
CALDR_19_04,Margrethe Vestager,Andrus Ansip,receives
CALDR_19_04,Jyrki Katainen,Karmenu Vella,meets
CALDR_19_05,Cecilia Malmström,Phil Hogan,meets
CALDR_19_05,Maroš Šefčovič,Elżbieta Bieńkowska,receives
CALDR_19_05,Jean-Claude Juncker,Donald Tusk,meets
CALDR_19_06,Frans Timmermans,Kristalina Georgieva,meets
CALDR_19_06,Federica Mogherini,Valdis Dombrovskis,receives
CALDR_19_06,Margrethe Vestager,Pierre Moscovici,meets
CALDR_19_07,Jyrki Katainen,Dimitris Avramopoulos,meets
CALDR_19_07,Cecilia Malmström,Andrus Ansip,receives
CALDR_19_07,Maroš Šefčovič,Carlos Moedas,meets
CALDR_19_08,Jean-Claude Juncker,Federica Mogherini,meets
CALDR_19_08,Frans Timmermans,Miguel Arias Cañete,receives
CALDR_19_08,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_19_09,Jyrki Katainen,Pierre Moscovici,meets
CALDR_19_09,Cecilia Malmström,Kristalina Georgieva,receives
CALDR_19_09,Maroš Šefčovič,Elżbieta Bieńkowska,meets
CALDR_19_10,Jean-Claude Juncker,Donald Tusk,meets
CALDR_19_10,Federica Mogherini,Miguel Arias Cañete,receives
CALDR_19_10,Frans Timmermans,Kristalina Georgieva,meets
CALDR_19_11,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_19_11,Jyrki Katainen,Dimitris Avramopoulos,receives
CALDR_19_11,Cecilia Malmström,Phil Hogan,meets
CALDR_19_12,Maroš Šefčovič,Johannes Hahn,meets
CALDR_19_12,Jean-Claude Juncker,Carlos Moedas,receives
CALDR_19_12,Frans Timmermans,Pierre Moscovici,meets
CALDR_19_13,Federica Mogherini,Miguel Arias Cañete,meets
CALDR_19_13,Margrethe Vestager,Andrus Ansip,receives
CALDR_19_13,Jyrki Katainen,Karmenu Vella,meets
CALDR_19_14,Cecilia Malmström,Phil Hogan,meets
CALDR_19_14,Maroš Šefčovič,Elżbieta Bieńkowska,receives
CALDR_19_14,Jean-Claude Juncker,Donald Tusk,meets
CALDR_19_15,Frans Timmermans,Kristalina Georgieva,meets
CALDR_19_15,Federica Mogherini,Valdis Dombrovskis,receives
CALDR_19_15,Margrethe Vestager,Pierre Moscovici,meets
CALDR_19_16,Jyrki Katainen,Dimitris Avramopoulos,meets
CALDR_19_16,Cecilia Malmström,Andrus Ansip,receives
CALDR_19_16,Maroš Šefčovič,Carlos Moedas,meets
CALDR_19_17,Jean-Claude Juncker,Federica Mogherini,meets
CALDR_19_17,Frans Timmermans,Miguel Arias Cañete,receives
CALDR_19_17,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_19_18,Jyrki Katainen,Pierre Moscovici,meets
CALDR_19_18,Cecilia Malmström,Kristalina Georgieva,receives
CALDR_19_18,Maroš Šefčovič,Elżbieta Bieńkowska,meets
CALDR_19_19,Jean-Claude Juncker,Donald Tusk,meets
CALDR_19_19,Federica Mogherini,Miguel Arias Cañete,receives
CALDR_19_19,Frans Timmermans,Kristalina Georgieva,meets
CALDR_19_20,Margrethe Vestager,Elżbieta Bieńkowska,meets
CALDR_19_20,Jyrki Katainen,Dimitris Avramopoulos,receives
CALDR_19_20,Cecilia Malmström,Phil Hogan,meets
